permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.069872,USD,IDEALPRO,1.0,,,1.0,125.397,1000000.0,-1000000.0,-22.069872,SLD,EUR,JPY,20160405 05:47:55 EST,,0.0,19977.930128,-703493.6,125.397,20000.0,-22.069872,,
2,Paper,Paper,22.066,USD,IDEALPRO,2.0,,,1.0,125.375,1000000.0,0.0,171.534,BOT,EUR,JPY,20160405 05:48:58 EST,,193.6,20149.464128,399806.4,125.397,20193.6,171.534,,
3,Paper,Paper,22.05104,USD,IDEALPRO,3.0,,,1.0,125.29,1000000.0,-1000000.0,-22.05104,SLD,EUR,JPY,20160405 05:56:07 EST,,0.0,20127.413088,-702745.6,125.29,20193.6,-22.05104,,
4,Paper,Paper,22.067936,USD,IDEALPRO,4.0,,,1.0,125.386,1000000.0,0.0,-866.867936,BOT,EUR,JPY,20160405 06:14:53 EST,,-844.8,19260.545152,400651.2,125.29,19348.8,-866.867936,,
5,Paper,Paper,22.070752,USD,IDEALPRO,5.0,,,1.0,125.402,1000000.0,-1000000.0,-22.070752,SLD,EUR,JPY,20160405 06:16:30 EST,,0.0,19238.4744,-702886.4,125.402,19348.8,-22.070752,,
6,Paper,Paper,22.064592,USD,IDEALPRO,6.0,,,1.0,125.367,1000000.0,0.0,285.935408,BOT,EUR,JPY,20160405 06:45:01 EST,,308.0,19524.409808,400343.2,125.402,19656.8,285.935408,,
7,Paper,Paper,22.06424,USD,IDEALPRO,7.0,,,1.0,125.365,1000000.0,-1000000.0,-22.06424,SLD,EUR,JPY,20160405 06:47:33 EST,,0.0,19502.345568,-702868.8,125.365,19656.8,-22.06424,,
8,Paper,Paper,22.070928,USD,IDEALPRO,8.0,,,1.0,125.403,1000000.0,0.0,-356.470928,BOT,EUR,JPY,20160405 06:49:05 EST,,-334.4,19145.87464,400677.6,125.365,19322.4,-356.470928,,
9,Paper,Paper,22.084832,USD,IDEALPRO,9.0,,,1.0,125.482,1000000.0,-1000000.0,-22.084832,SLD,EUR,JPY,20160405 07:15:57 EST,,0.0,19123.789808,-703564.0,125.482,19322.4,-22.084832,,
10,Paper,Paper,22.079552,USD,IDEALPRO,10.0,,,1.0,125.452,1000000.0,0.0,241.920448,BOT,EUR,JPY,20160405 07:19:00 EST,,264.0,19365.710256,400413.6,125.482,19586.4,241.920448,,
11,Paper,Paper,22.08184,USD,IDEALPRO,11.0,,,1.0,125.465,1000000.0,-1000000.0,-22.08184,SLD,EUR,JPY,20160405 07:24:12 EST,,0.0,19343.628416,-703678.4,125.465,19586.4,-22.08184,,
12,Paper,Paper,22.08448,USD,IDEALPRO,12.0,,,1.0,125.48,1000000.0,0.0,-154.08448,BOT,EUR,JPY,20160405 07:26:25 EST,,-132.0,19189.543936,400545.6,125.465,19454.4,-154.08448,,
13,Paper,Paper,22.093984,USD,IDEALPRO,13.0,,,1.0,125.534,1000000.0,-1000000.0,-22.093984,SLD,EUR,JPY,20160405 07:27:56 EST,,0.0,19167.449952,-704153.6,125.534,19454.4,-22.093984,,
14,Paper,Paper,22.101728,USD,IDEALPRO,14.0,,,1.0,125.578,1000000.0,0.0,-409.301728,BOT,EUR,JPY,20160405 07:35:11 EST,,-387.2,18758.148224,400932.8,125.534,19067.2,-409.301728,,
15,Paper,Paper,22.13552,USD,IDEALPRO,15.0,,,1.0,125.77,1000000.0,-1000000.0,-22.13552,SLD,EUR,JPY,20160405 08:23:13 EST,,0.0,18736.012704,-705843.2,125.77,19067.2,-22.13552,,
16,Paper,Paper,27.603488,USD,IDEALPRO,16.0,,,1.0,156.838,1000000.0,1000000.0,-27.603488,BOT,GBP,JPY,20160405 08:24:13 EST,,0.0,18708.409216,-2086017.6,156.838,19067.2,-27.603488,,
17,Paper,Paper,21.29679552,USD,IDEALPRO,17.0,,,1.0,123.474,980000.0,-20000.0,19779.4072045,BOT,EUR,JPY,20160408 15:06:14 EST,,19800.704,38487.8164205,-1021177.824,125.77,38867.904,19779.4072045,-219764064.859,-219487692.096
18,Paper,Paper,26.38875008,USD,IDEALPRO,18.0,,,1.0,152.996,980000.0,20000.0,-33159.7967501,SLD,GBP,JPY,20160408 15:06:59 EST,,-33133.408,5328.01967042,298259.68,156.838,5734.496,-33159.7967501,-2464971.79473,-2454745.504
