trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,balance,commission,margin_available,purebalance,currency,mark_to_mkt,pure_mark_to_mkt,pure_unr_pnl,unr_pnl
2.0,-6.376,20160405 13:28:42 EST,20160405 13:28:42 EST,20160405 13:28:42 EST,83.71,,CADJPY,long,,20160405 12:59:08 EST,closed,20160405 12:59:08 EST,83.737,,,1.0,1.0,,CADJPY,,-2.376,-1.0,19991.624,4.0,388937.52,19997.624,,,,,
1.0,0.575999999999,20160405 13:29:20 EST,20160405 13:29:20 EST,20160405 13:29:20 EST,125.631,,EURJPY,short,,20160405 12:58:37 EST,closed,20160405 12:58:37 EST,125.683,,,1.0,1.0,,EURJPY,,4.576,1.0,19994.2,4.0,399993.048,20002.2,,,,,
3.0,-4.704,20160405 13:31:56 EST,20160405 13:31:56 EST,20160405 13:31:56 EST,125.651,,EURJPY,short,,20160405 13:30:52 EST,closed,20160405 13:30:52 EST,125.643,,,1.0,1.0,,EURJPY,,-0.704000000001,1.0,19987.496,4.0,392624.104,20001.496,,,,,
4.0,-5.848,20160405 13:32:01 EST,20160405 13:32:01 EST,20160405 13:32:01 EST,83.725,,CADJPY,long,,20160405 13:30:52 EST,closed,20160405 13:30:52 EST,83.746,,,1.0,1.0,,CADJPY,,-1.848,-1.0,19983.648,4.0,399991.904,19999.648,,,,,
5.0,0.928,20160405 13:38:39 EST,20160405 13:38:39 EST,20160405 13:38:39 EST,125.56,,EURJPY,short,,20160405 13:34:37 EST,closed,20160405 13:34:37 EST,125.616,,,1.0,1.0,,EURJPY,,4.928,1.0,19982.576,4.0,392617.944,20004.576,,,,,
6.0,-7.168,20160405 13:38:40 EST,20160405 13:38:40 EST,20160405 13:38:40 EST,83.703,,CADJPY,long,,20160405 13:34:37 EST,closed,20160405 13:34:37 EST,83.739,,,1.0,1.0,,CADJPY,,-3.168,-1.0,19977.408,4.0,399983.808,20001.408,,,,,
8.0,5.68,20160406 10:37:23 EST,20160406 10:37:23 EST,20160406 10:37:23 EST,125.238,,EURJPY,short,,20160406 09:51:15 EST,closed,20160406 09:51:15 EST,125.348,,,1.0,1.0,,EURJPY,,9.68,1.0,19981.088,4.0,392608.352,20011.088,,,,,
7.0,-10.864,20160406 10:37:53 EST,20160406 10:37:53 EST,20160406 10:37:53 EST,83.624,,CADJPY,long,,20160406 09:50:43 EST,closed,20160406 09:50:43 EST,83.702,,,1.0,1.0,,CADJPY,,-6.864,-1.0,19972.224,4.0,399967.264,20004.224,,,,,
9.0,28.208,20160406 14:10:31 EST,20160406 14:10:31 EST,20160406 14:10:31 EST,124.874,,EURJPY,short,,20160406 11:57:34 EST,closed,20160406 11:57:34 EST,125.24,,,1.0,1.0,,EURJPY,,32.208,1.0,19998.432,4.0,392554.408,20036.432,,,,,
10.0,-36.736,20160406 14:10:32 EST,20160406 14:10:32 EST,20160406 14:10:32 EST,83.499,,CADJPY,long,,20160406 11:57:36 EST,closed,20160406 11:57:36 EST,83.871,,,1.0,1.0,,CADJPY,,-32.736,-1.0,19963.696,4.0,399902.32,20003.696,,,,,
11.0,-20.984,20160406 15:44:26 EST,20160406 15:44:26 EST,20160406 15:44:26 EST,125.116,,EURJPY,short,,20160406 14:11:33 EST,closed,20160406 14:11:33 EST,124.923,,,1.0,1.0,,EURJPY,,-16.984,1.0,19940.712,4.0,392569.544,19986.712,,,,,
12.0,17.912,20160406 15:44:29 EST,20160406 15:44:29 EST,20160406 15:44:29 EST,83.769,,CADJPY,long,,20160406 14:11:34 EST,closed,20160406 14:11:34 EST,83.52,,,1.0,1.0,,CADJPY,,21.912,-1.0,19960.624,4.0,399941.216,20008.624,,,,,
14.0,-4.088,20160406 15:48:36 EST,20160406 15:48:36 EST,20160406 15:48:36 EST,83.775,,CADJPY,long,,20160406 15:46:03 EST,closed,20160406 15:46:03 EST,83.776,,,1.0,1.0,,CADJPY,,-0.0880000000004,-1.0,19954.536,4.0,388932.064,20008.536,,,,,
13.0,-2.768,20160406 15:49:07 EST,20160406 15:49:07 EST,20160406 15:49:07 EST,125.089,,EURJPY,short,,20160406 15:45:32 EST,closed,20160406 15:45:32 EST,125.103,,,1.0,1.0,,EURJPY,,1.232,1.0,19953.768,4.0,399939.896,20009.768,,,,,
15.0,9.992,20160407 03:25:46 EST,20160407 03:25:46 EST,20160407 03:25:46 EST,124.147,,EURJPY,short,,20160407 01:55:39 EST,closed,20160407 01:55:39 EST,124.306,,,1.0,1.0,,EURJPY,,13.992,1.0,19961.76,4.0,392578.52,20023.76,JPY,19968.648,20032.648,30.36,28.36
16.0,-21.424,20160407 03:25:49 EST,20160407 03:25:49 EST,20160407 03:25:49 EST,83.295,,CADJPY,long,,20160407 01:55:43 EST,closed,20160407 01:55:43 EST,83.493,,,1.0,1.0,,CADJPY,,-17.424,-1.0,19942.336,4.0,399908.48,20006.336,JPY,19942.336,20006.336,8.888,6.888
17.0,-4.528,20160408 04:15:37 EST,20160408 04:15:37 EST,20160408 04:15:37 EST,83.256,,CADJPY,long,,20160408 04:14:26 EST,closed,20160408 04:14:26 EST,83.262,,,1.0,1.0,,CADJPY,,-0.528,-1.0,19935.808,4.0,388997.448,20005.808,JPY,19992.592,20064.592,29.216,27.216
18.0,-1.712,20160408 04:16:09 EST,20160408 04:16:09 EST,20160408 04:16:09 EST,123.957,,EURJPY,short,,20160408 04:14:59 EST,closed,20160408 04:14:59 EST,123.983,,,1.0,1.0,,EURJPY,,2.288,1.0,19936.096,4.0,399905.664,20008.096,JPY,19936.096,20008.096,58.784,56.784
20.0,22.84,20160408 05:56:29 EST,20160408 05:56:29 EST,20160408 05:56:29 EST,123.695,,EURJPY,short,,20160408 04:18:14 EST,closed,20160408 04:18:14 EST,124.0,,,1.0,1.0,,EURJPY,,26.84,1.0,19956.936,4.0,392549.92,20034.936,JPY,19982.304,20062.304,57.288,55.288
19.0,-22.656,20160408 05:56:30 EST,20160408 05:56:30 EST,20160408 05:56:30 EST,83.071,,CADJPY,long,,20160408 04:17:41 EST,closed,20160408 04:17:41 EST,83.283,,,1.0,1.0,,CADJPY,,-18.656,-1.0,19936.28,4.0,399860.168,20016.28,JPY,19936.28,20016.28,27.368,25.368
21.0,-5.848,20160408 06:13:14 EST,20160408 06:13:14 EST,20160408 06:13:14 EST,123.685,,EURJPY,short,,20160408 06:12:09 EST,closed,20160408 06:12:09 EST,123.664,,,1.0,1.0,,EURJPY,,-1.848,1.0,19928.432,4.0,392551.064,20014.432,JPY,19971.752,20059.752,86.856,84.856
22.0,-3.296,20160408 06:13:15 EST,20160408 06:13:15 EST,20160408 06:13:15 EST,83.087,,CADJPY,long,,20160408 06:12:11 EST,closed,20160408 06:12:11 EST,83.079,,,1.0,1.0,,CADJPY,,0.704000000001,-1.0,19927.136,4.0,399862.72,20015.136,JPY,19927.136,20015.136,45.32,43.32
23.0,13.776,20160408 14:22:39 EST,20160408 14:22:39 EST,20160408 14:22:39 EST,123.521,,EURJPY,short,,20160408 09:38:01 EST,closed,20160408 09:38:01 EST,123.723,,,1.0,1.0,,EURJPY,,17.776,1.0,19938.912,4.0,392500.728,20032.912,JPY,19948.968,20044.968,81.664,79.664
24.0,-8.224,20160408 14:22:40 EST,20160408 14:22:40 EST,20160408 14:22:40 EST,83.409,,CADJPY,long,,20160408 09:38:03 EST,closed,20160408 09:38:03 EST,83.457,,,1.0,1.0,,CADJPY,,-4.224,-1.0,19932.688,4.0,399840.72,20028.688,JPY,19932.688,20028.688,12.056,10.056
25.0,-4.968,20160408 14:30:37 EST,20160408 14:30:37 EST,20160408 14:30:37 EST,83.455,,CADJPY,long,,20160408 14:26:46 EST,closed,20160408 14:26:46 EST,83.466,,,1.0,1.0,,CADJPY,,-0.968000000001,-1.0,19925.72,4.0,388964.448,20027.72,JPY,20017.704,20121.704,11.264,9.264
26.0,-4.88,20160408 14:31:14 EST,20160408 14:31:14 EST,20160408 14:31:14 EST,123.593,,EURJPY,short,,20160408 14:27:25 EST,closed,20160408 14:27:25 EST,123.583,,,1.0,1.0,,EURJPY,,-0.88,1.0,19922.84,4.0,399840.632,20026.84,JPY,19922.84,20026.84,93.984,91.984
27.0,-4.44,20160408 14:33:16 EST,20160408 14:33:16 EST,20160408 14:33:16 EST,83.454,,CADJPY,long,,20160408 14:31:45 EST,closed,20160408 14:31:45 EST,83.459,,,1.0,1.0,,CADJPY,,-0.440000000001,-1.0,19916.4,4.0,388965.504,20026.4,JPY,20009.0,20121.0,11.88,9.88
