2017-02-17 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-02-17 00:00:00,Close2017-02-17 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-02-17 00:00:00,LastSRUN,SRUN2017-02-17 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-02-16 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-02-16 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-02-16 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-02-16 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACJ7,1.548,0.030548026,-0.0136275132777,-1.0,1.0,1.0,1.0,1.0,-6.0,2017-02-08,885.892754,1.0,1.0,1.0,44892.0,1.0,-0.0136275132777,1.548,energy,1.0,1.0,2017-02-08,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0
AD,@ADH7,0.7655,0.00615,-0.00455136540962,-1.0,1.0,-1.0,1.0,1.0,13.0,2017-01-30,615.0,1.0,1.0,1.0,76550.0,1.0,-0.00455136540962,0.7655,currency,1.0,1.0,2017-01-30,1.0,1.0,14.0,14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-348.407022107,348.407022107,348.407022107,-348.407022107,-348.407022107,348.407022107,-348.407022107,348.407022107,-348.407022107,-348.407022107,348.407022107,-348.407022107,348.407022107,348.407022107,-348.407022107,-348.407022107,-348.407022107,348.407022107,-348.407022107,348.407022107,348.407022107,-348.407022107,348.407022107,-0.0,348.407022107,348.407022107,348.407022107,-348.407022107,-348.407022107,-0.0,-0.0,-348.407022107,-0.0,-0.0,348.407022107
AEX,AEXH7,498.9,5.311227577,0.0100212572123,1.0,1.0,-1.0,1.0,-1.0,-1.0,2017-02-08,1127.36116549,1.0,1.0,1.0,105896.514,0.942240648262,0.0100212572123,498.9,index,1.0,1.0,2017-02-08,-1.0,-1.0,7.0,7.0,-1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,1,1,1,-1,-1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,-1.0,-1,1,0.0,0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0
BO,@BOK7,33.16,0.605551799,-0.0192250813369,-1.0,-1.0,1.0,-1.0,1.0,-6.0,2017-02-08,363.3310794,2.0,1.0,1.0,19896.0,1.0,-0.0192250813369,33.16,grain,1.0,1.0,2017-02-08,1.0,1.0,-7.0,-7.0,-1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,-1.0,2.0,2.0,-1.0,0,-1,-1,1,1,-1,-1,1,1,-1,1,1,1,1,1,1.0,1.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,-765.004436557,765.004436557,765.004436557,-765.004436557,-765.004436557,765.004436557,-765.004436557,765.004436557,-765.004436557,765.004436557,-765.004436557,765.004436557,-765.004436557,-765.004436557,765.004436557,-765.004436557,-765.004436557,765.004436557,-765.004436557,765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,-765.004436557,765.004436557,-765.004436557,765.004436557
BP,@BPH7,1.2417,0.011035,-0.006719462443,-1.0,1.0,-1.0,1.0,-1.0,-27.0,2017-01-09,689.6875,1.0,1.0,1.0,77606.25,1.0,-0.006719462443,1.2417,currency,1.0,1.0,2017-01-09,-1.0,-1.0,-28.0,-28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,-1,1,-1,1.0,0.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,-521.472282217,521.472282217,-521.472282217,521.472282217,-521.472282217,521.472282217,-521.472282217,521.472282217,-521.472282217,-521.472282217,521.472282217,-521.472282217,521.472282217,521.472282217,-521.472282217,521.472282217,521.472282217,-521.472282217,521.472282217,-521.472282217,521.472282217,521.472282217,521.472282217,521.472282217,521.472282217,521.472282217,-521.472282217,521.472282217,-521.472282217,-0.0,-0.0,521.472282217,-521.472282217,-0.0,521.472282217
C,@CK7,375.5,5.486923847,-0.0144356955381,-1.0,1.0,-1.0,1.0,1.0,36.0,2016-12-23,274.34619235,3.0,1.0,1.0,18775.0,1.0,-0.0144356955381,375.5,grain,1.0,1.0,2016-12-23,1.0,1.0,37.0,37.0,-1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,2.0,3.0,1.0,2.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,1,1,-1,-1,1,-1,-1,1,1.0,0.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,-813.090551181,813.090551181,813.090551181,-813.090551181,-813.090551181,813.090551181,-813.090551181,813.090551181,-813.090551181,-813.090551181,813.090551181,-813.090551181,813.090551181,813.090551181,-813.090551181,-813.090551181,-813.090551181,813.090551181,-813.090551181,813.090551181,813.090551181,-813.090551181,813.090551181,-0.0,813.090551181,813.090551181,813.090551181,-813.090551181,-813.090551181,-0.0,-0.0,-813.090551181,-0.0,-0.0,813.090551181
CC,@CCK7,2000.0,51.769975062,-0.0205680705191,-1.0,-1.0,1.0,-1.0,-1.0,2.0,2017-01-17,517.69975062,1.0,1.0,1.0,20000.0,1.0,-0.0205680705191,2000.0,soft,1.0,1.0,2017-01-17,-1.0,-1.0,3.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,-1,1,-1,-1,1,1,-1,1,1,1,1.0,1.0,1.0,-1.0,1.0,1.0,1,1,1.0,1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0
CD,@CDH7,0.76325,0.00519,-0.00267868809617,-1.0,-1.0,-1.0,-1.0,1.0,13.0,2017-01-30,519.0,1.0,1.0,1.0,76325.0,1.0,-0.00267868809617,0.76325,currency,1.0,1.0,2017-01-30,1.0,1.0,14.0,14.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,-1.0,2.0,1.0,-1.0,0,-1,-1,1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,-1.0,0.0,1.0,-1,-1,0.0,-1,-204.45086894,204.45086894,-204.45086894,204.45086894,-204.45086894,204.45086894,-204.45086894,204.45086894,-204.45086894,204.45086894,204.45086894,204.45086894,-204.45086894,-204.45086894,-204.45086894,-204.45086894,-204.45086894,204.45086894,-204.45086894,204.45086894,-204.45086894,204.45086894,204.45086894,204.45086894,-0.0,204.45086894,204.45086894,204.45086894,204.45086894,204.45086894,-0.0,204.45086894,-0.0,-204.45086894,204.45086894
CGB,CBH7,138.15,0.5975,0.00275822022211,1.0,1.0,1.0,1.0,-1.0,6.0,2017-02-08,456.24618204,2.0,1.0,1.0,105490.226023,1.3096,0.00275822022211,138.15,rates,-1.0,1.0,2017-02-08,-1.0,-1.0,7.0,7.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,-1.0,0.0,-1.0,-1.0,1.0,-1.0,1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
CL,QCLJ7,53.78,1.047945677,0.000558139534884,1.0,1.0,-1.0,1.0,1.0,24.0,2017-01-12,1047.945677,1.0,1.0,1.0,53780.0,1.0,0.000558139534884,53.78,energy,1.0,1.0,2017-01-12,1.0,1.0,25.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,30.016744186,30.016744186,30.016744186,-30.016744186,30.016744186,-30.016744186,30.016744186,-30.016744186,30.016744186,30.016744186,-30.016744186,30.016744186,-30.016744186,-30.016744186,30.016744186,30.016744186,30.016744186,-30.016744186,30.016744186,-30.016744186,30.016744186,-30.016744186,-30.016744186,-30.016744186,0.0,-30.016744186,-30.016744186,-30.016744186,-30.016744186,-30.016744186,-30.016744186,30.016744186,30.016744186,30.016744186,-30.016744186
