2017-11-22 00:00:00,Contract,LastClose,ATR20,LastPctChg,ACT,0.75LastSIG,0.5LastSIG,1LastSIG,prevSEA,prevSRUN,prevvSTART,usdATR,QTY,QTY_MINI,QTY_MICRO,contractValue,FX,PC2017-11-22 00:00:00,Close2017-11-22 00:00:00,group,RiskOn,Custom,vSTART,LastSEA,SEA2017-11-22 00:00:00,LastSRUN,SRUN2017-11-22 00:00:00,prevACT,LastSIG,LastSAFEf,finalQTY,SIG2017-11-21 00:00:00,0.5LastSAFEf,0.5finalQTY,0.5SIG2017-11-21 00:00:00,0.75LastSAFEf,0.75finalQTY,0.75SIG2017-11-21 00:00:00,1LastSAFEf,1finalQTY,1SIG2017-11-21 00:00:00,None,RiskOff,AntiCustom,Anti1LastSIG,Anti0.75LastSIG,Anti0.5LastSIG,AntiSEA,AntiPrevACT,AdjSEA,AntiAdjSEA,Voting,Voting2,Voting3,Voting7,Voting8,Voting9,Voting10,Voting11,Voting12,Voting13,Voting14,Voting15,Voting4,Voting5,Voting6,chgValue,PNL_ACT,PNL_prevACT,PNL_AntiPrevACT,PNL_RiskOn,PNL_RiskOff,PNL_Custom,PNL_AntiCustom,PNL_LastSIG,PNL_0.75LastSIG,PNL_0.5LastSIG,PNL_1LastSIG,PNL_Anti1LastSIG,PNL_Anti0.75LastSIG,PNL_Anti0.5LastSIG,PNL_prevSEA,PNL_LastSEA,PNL_AntiSEA,PNL_AdjSEA,PNL_AntiAdjSEA,PNL_Voting,PNL_Voting2,PNL_Voting3,PNL_Voting4,PNL_Voting5,PNL_Voting6,PNL_Voting7,PNL_Voting8,PNL_Voting9,PNL_Voting10,PNL_Voting11,PNL_Voting12,PNL_Voting13,PNL_Voting14,PNL_Voting15
AC,@ACZ7,1.397,0.026,0.00359195402299,1.0,-1.0,-1.0,-1.0,1.0,-11.0,2017-11-06,754.0,1.0,1.0,1.0,40513.0,1.0,0.00359195402299,1.397,energy,1.0,1.0,2017-11-06,1.0,1.0,-12.0,-12.0,-1.0,1.0,1.0,0.0,1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,2.0,0.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
AD,@ADZ7,0.7612,0.00506,0.00408917029416,1.0,-1.0,1.0,-1.0,1.0,27.0,2017-10-13,506.0,1.0,1.0,1.0,76120.0,1.0,0.00408917029416,0.7612,currency,1.0,1.0,2017-10-13,1.0,1.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,0,-1,-1,1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1.0,0.0,0.0,-1.0,0.0,1.0,-1,1,1.0,0,311.267642791,311.267642791,311.267642791,-311.267642791,311.267642791,-311.267642791,311.267642791,-311.267642791,311.267642791,-311.267642791,311.267642791,-311.267642791,311.267642791,311.267642791,-311.267642791,311.267642791,311.267642791,-311.267642791,311.267642791,-311.267642791,311.267642791,311.267642791,-311.267642791,311.267642791,311.267642791,0.0,311.267642791,311.267642791,-311.267642791,0.0,0.0,-311.267642791,0.0,311.267642791,-311.267642791
AEX,AEXZ7,540.0,4.509530615,-0.00323027226581,-1.0,1.0,-1.0,1.0,1.0,-11.0,2017-11-06,1066.41379984,1.0,1.0,1.0,127699.2,0.845737483085,-0.00323027226581,540.0,index,1.0,1.0,2017-11-06,1.0,1.0,-12.0,-12.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0
BO,@BOF8,34.2,0.4987212345,-0.0034965034965,-1.0,1.0,-1.0,1.0,1.0,-9.0,2017-11-08,299.2327407,3.0,1.0,1.0,20520.0,1.0,-0.0034965034965,34.2,grain,1.0,1.0,2017-11-08,1.0,1.0,-10.0,-10.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,-1.0,1.0,3.0,1.0,1.0,3.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,-215.244755245,215.244755245,-215.244755245,215.244755245,-215.244755245,215.244755245,-215.244755245,215.244755245,-215.244755245,-215.244755245,215.244755245,-215.244755245,215.244755245,215.244755245,-215.244755245,-215.244755245,-215.244755245,215.244755245,-215.244755245,215.244755245,-215.244755245,215.244755245,215.244755245,215.244755245,-0.0,215.244755245,215.244755245,215.244755245,215.244755245,215.244755245,215.244755245,-215.244755245,-215.244755245,-215.244755245,215.244755245
BP,@BPZ7,1.333,0.009805,0.00641751604379,1.0,1.0,1.0,1.0,1.0,14.0,2017-11-01,612.8125,1.0,1.0,1.0,83312.5,1.0,0.00641751604379,1.333,currency,1.0,1.0,2017-11-02,1.0,1.0,-14.0,-14.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,-1,1,1,1.0,1.0,0.0,1.0,0.0,0.0,-1,0,-1.0,-1,534.659305398,534.659305398,-534.659305398,534.659305398,534.659305398,-534.659305398,534.659305398,-534.659305398,534.659305398,534.659305398,534.659305398,534.659305398,-534.659305398,-534.659305398,-534.659305398,534.659305398,534.659305398,-534.659305398,534.659305398,-534.659305398,-534.659305398,534.659305398,-534.659305398,0.0,-534.659305398,-534.659305398,534.659305398,534.659305398,534.659305398,534.659305398,0.0,534.659305398,0.0,0.0,-534.659305398
C,@CH8,357.0,3.542867757,0.00210526315789,1.0,-1.0,-1.0,-1.0,1.0,-46.0,2017-09-18,177.14338785,5.0,1.0,1.0,17850.0,1.0,0.00210526315789,357.0,grain,1.0,1.0,2017-09-18,1.0,1.0,-47.0,-47.0,-1.0,1.0,1.0,5.0,1.0,1.0,5.0,-1.0,1.0,5.0,-1.0,2.0,5.0,-1.0,0,-1,-1,1,1,1,-1,1,1,-1,1,1,1,-1,1,1.0,0.0,1.0,1.0,-1.0,1.0,-1,1,1.0,1,187.894736842,187.894736842,-187.894736842,187.894736842,187.894736842,-187.894736842,187.894736842,-187.894736842,187.894736842,-187.894736842,-187.894736842,-187.894736842,187.894736842,187.894736842,187.894736842,187.894736842,187.894736842,-187.894736842,187.894736842,-187.894736842,187.894736842,187.894736842,187.894736842,187.894736842,187.894736842,187.894736842,-187.894736842,187.894736842,187.894736842,0.0,187.894736842,187.894736842,-187.894736842,187.894736842,-187.894736842
CC,@CCH8,2124.0,40.65,0.00663507109005,1.0,-1.0,-1.0,1.0,1.0,-7.0,2017-11-10,406.5,2.0,1.0,1.0,21240.0,1.0,0.00663507109005,2124.0,soft,1.0,1.0,2017-11-10,1.0,1.0,-8.0,-8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,0,-1,-1,-1,1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,0.0,1.0,0.0,1.0,-1,-1,0.0,-1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0
CD,@CDZ7,0.78735,0.00458,0.00561977137748,1.0,1.0,-1.0,1.0,1.0,8.0,2017-11-09,458.0,2.0,1.0,1.0,78735.0,1.0,0.00561977137748,0.78735,currency,1.0,1.0,2017-11-09,1.0,1.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,-1.0,2.0,2.0,1.0,2.0,2.0,1.0,0,-1,-1,-1,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,1.0,1.0,1.0,-1,-1,0.0,-1,884.945398812,884.945398812,884.945398812,-884.945398812,884.945398812,-884.945398812,884.945398812,-884.945398812,884.945398812,884.945398812,-884.945398812,884.945398812,-884.945398812,-884.945398812,884.945398812,884.945398812,884.945398812,-884.945398812,884.945398812,-884.945398812,884.945398812,-884.945398812,-884.945398812,-884.945398812,0.0,-884.945398812,-884.945398812,-884.945398812,-884.945398812,-884.945398812,-884.945398812,884.945398812,884.945398812,884.945398812,-884.945398812
CGB,CBZ7,138.15,0.461,0.00224898432966,1.0,1.0,-1.0,1.0,1.0,-34.0,2017-10-02,363.049299102,2.0,1.0,1.0,108796.660891,1.2698,0.00224898432966,138.15,rates,-1.0,1.0,2017-10-02,1.0,1.0,-35.0,-35.0,1.0,-1.0,1.0,0.0,-1.0,1.0,0.0,-1.0,2.0,0.0,1.0,2.0,0.0,1.0,0,1,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,0.0,0.0,-1,-1,-1.0,-1,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
CL,QCLF8,58.02,1.1161013395,0.0209396445539,1.0,1.0,1.0,1.0,-1.0,-32.0,2017-10-06,1116.1013395,1.0,1.0,1.0,58020.0,1.0,0.0209396445539,58.02,energy,1.0,1.0,2017-10-06,-1.0,-1.0,-33.0,-33.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0,-1,-1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,1,1.0,1.0,0.0,-1.0,1.0,0.0,-1,-1,-1.0,-1,1214.91817702,1214.91817702,1214.91817702,-1214.91817702,1214.91817702,-1214.91817702,1214.91817702,-1214.91817702,1214.91817702,1214.91817702,1214.91817702,1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,1214.91817702,-1214.91817702,1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,-1214.91817702,1214.91817702,1214.91817702,1214.91817702,1214.91817702,0.0,-1214.91817702,1214.91817702,0.0,-1214.91817702
