dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-05-03,113140.88,139959.82,0.000867430372264,0.0132293435084,0.00884651736929,2.39141553288,1979.36,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0568085594476,0.00470588235294,wf_is_short,2445.95,5.59861685322,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f66_is11,139959.82,1.0,,
2016-05-04,113169.13,140612.83,0.00172753197492,0.0105610617878,0.00884651736929,2.0,28.25,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0688092913457,0.0,wf_is_short,653.01,5.62473817788,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f57_is12,88037.29,1.0,2099.53056667,20160505 10:59:31 EDT
2016-05-04 00:00:00,105360.58,122594.3,0.00180030458448,0.00898641990425,0.00884651736929,2.0,-500.17,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0752323742936,0.0,wf_is_short,-579.64,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f57_is12,88037.29,1.0,2189.26523333,20160505 12:29:15 EDT
2016-05-04 00:00:00,111796.44,116626.58,-0.0179508810624,0.0,0.00884651736929,0.0,-528.59,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,-551.43,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f57_is12,88037.29,1.0,2247.37196667,20160505 13:27:22 EDT
2016-05-04 00:00:00,101404.1,93011.61,-0.0324871452377,0.0,0.00884651736929,4.05632638682,470.92,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,431.95,3.72061315953,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f57_is12,88037.29,1.0,2537.19583333,20160505 18:17:11 EDT
2016-05-05 00:00:00,46964.45,72503.63,0.00961412423108,0.00545246800504,0.00535683228913,3.75745698628,1041.0,both_zigZag_VotingSoft DPS wl33.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,812.59,2.90026114312,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f79_is34,,1.0,1683.2856,20160506 04:03:17 EDT
2016-05-05 00:00:00,103490.62,108669.3,0.0052711979319,0.00366872255265,0.00406469422349,8.27991174895,-2417.7,both_zigZag_PCA10_VotingSoft DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-1254.74,4.34694597792,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is59,,1.0,2488.35895,20160506 17:28:21 EDT
2016-05-05 00:00:00,151357.15,124421.78,0.00301753679044,0.00428631556049,0.00373001923296,9.08197402544,1738.57,both_gainAhead_VotingSoft DPS wl16.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,1431.64,4.97707016898,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f68_is17,,1.0,155.69,20160508 06:01:29 EDT
2016-05-06 00:00:00,131548.54,115020.85,0.00711697078495,0.00574182805217,0.00475486021374,10.5247248108,-1374.71,both_gainAhead_VotingSoft DPS wl26.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-597.9,4.60101812059,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f78_is27,,1.0,4951.92383333,20160509 10:31:55 EDT
2016-05-09 00:00:00,152728.61,122829.49,0.00752792821648,0.00536365403817,0.00475486021374,0.0,9505.55,both_gainAhead_VotingSoft DPS wl26.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,3945.11,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f78_is27,,1.0,1587.8809,20160510 02:27:52 EDT
