dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_netEquity,safef,cycleTime,timestamp
2016-04-26 19:00:00,98886.55,99284.41,0.000136624161184,0.00154430637897,0.00437383524868,0.0,-33.34,both_best_wf_is_pv2e_p2p DPS wl22.0 maxL2 dd95_0.004 thres_0.0,2.0,-4.56321278261e-05,wf_is_pv2e_p2p,-16.73,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,99284.41,1.0,,
2016-04-26 19:30:00,98893.57,99288.94,-0.0511965037686,0.0,0.00437383524868,2.0,7.02,both_best_wf_is_pv2e_p2p DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,4.53,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100548.67,1.0,-9.33681666667,20160426 19:20:39 EDT
2016-04-26 20:00:00,99488.22,99813.25,-0.171774479036,0.0,0.00437383524868,0.0,24.09,both_best_wf_is_pv2e_p2p DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,24.17,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100607.87,1.0,-20.1017333333,20160426 19:39:53 EDT
2016-04-26 20:00:00,99379.62,99645.79,-0.118661693345,0.0,0.00437383524868,2.0,46.12,both_best_wf_is_pv2e_p2p DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,24.13,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100607.87,1.0,-1.3314,20160426 19:58:40 EDT
2016-04-26 20:30:00,100522.1,100225.87,-0.0787537067061,0.0,0.004472135955,0.0,-28.95,both_best_wf_is_pv2e_p2p DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-28.86,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100576.24,1.0,-11.0896666667,20160426 20:18:54 EDT
2016-04-26 21:00:00,99884.72,100114.06,-0.0597109912231,0.0,0.004472135955,2.0,-84.11,both_best_wf_is_pv2e_p2p DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-41.13,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100561.84,1.0,-21.3495333333,20160426 20:38:39 EDT
2016-04-26 21:00:00,100661.69,100192.15,-0.164053945738,0.0,0.004472135955,0.0,-41.36,both_best_wf_is_pv2e_p2p DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-41.16,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100561.84,1.0,-1.50285,20160426 20:58:29 EDT
2016-04-26 21:30:00,100473.44,100462.19,-0.0666362479181,0.0,0.00437383524868,4.01909830594,8.32,both_finalBest DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,8.32,4.01864825068,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f14_is21,100745.62,1.0,-11.39735,20160426 21:18:36 EDT
2016-04-26 22:00:00,99859.82,100023.25,-0.154742319096,0.0,0.00475486021374,0.0,57.42,both_best_wf_is_pv2e_p2p DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,57.52,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100564.75,1.0,-17.2469833333,20160426 21:42:45 EDT
2016-04-26 22:30:00,99833.65,99744.29,-0.190674638071,0.0,0.00475486021374,0.0,-65.93,both_best_wf_is_pv2e_p2p DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-65.87,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100484.79,1.0,-20.4526,20160426 22:09:32 EDT
2016-04-26 22:30:00,99924.42,99744.29,-0.0814297441269,0.0,0.00475486021374,0.0,-65.99,both_best_wf_is_pv2e_p2p DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-65.87,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100484.79,1.0,4.08451666667,20160426 22:34:05 EDT
2016-04-26 23:00:00,100410.72,100147.85,-0.276206871357,0.0,0.00475486021374,0.0,-11.98,both_best_wf_is_pv2e_p2p DPS wl26.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-11.95,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100499.19,1.0,-6.00325,20160426 22:53:59 EDT
2016-04-26 23:30:00,99383.15,99631.91,-0.348007384696,0.0,0.00384481582077,0.0,25.79,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,25.85,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100528.22,1.0,-17.6356833333,20160426 23:12:21 EDT
2016-04-26 23:30:00,100078.09,100172.78,-0.301442056773,0.0,0.00384481582077,0.0,25.97,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,25.99,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100528.22,1.0,0.814183333333,20160426 23:30:48 EDT
2016-04-27 00:00:00,99990.69,100054.99,-0.274023766166,0.0,0.00384481582077,0.0,0.7,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,0.7,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100542.82,1.0,-10.7836166667,20160426 23:49:12 EDT
2016-04-27 00:00:00,100108.55,100054.99,-0.21442593232,0.0,0.00384481582077,0.0,0.7,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,0.7,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100542.82,1.0,7.67666666667,20160427 00:07:40 EDT
2016-04-27 00:30:00,98936.61,99385.38,-0.219495876678,0.0,0.00384481582077,0.0,-14.23,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-14.3,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100577.48,1.0,-4.60063333333,20160427 00:25:23 EDT
2016-04-27 00:30:00,100084.58,99943.57,-0.184319225151,0.0,0.00384481582077,0.0,-14.4,both_best_wf_is_pv2e_p2p DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-14.38,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100577.48,1.0,13.16485,20160427 00:43:09 EDT
2016-04-27 01:00:00,99752.39,99920.27,-0.24908177709,0.0,0.00395628284037,0.0,46.87,both_best_wf_is_pv2e_p2p DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,46.95,0.0,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f13_is19,100673.89,1.0,0.6423,20160427 01:00:38 EDT
2016-04-27 01:30:00,99134.28,99624.61,-0.272493849649,0.0,0.00493435163795,3.96552986637,-10.23,both_best_wf_is_pv2e_p2p DPS wl28.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-10.28,3.9851438272,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f44_is41,100643.74,1.0,-11.43055,20160427 01:18:34 EDT
2016-04-27 01:30:00,99188.05,99536.77,-0.190188149877,0.0,0.00493435163795,3.96768053049,-10.23,both_best_wf_is_pv2e_p2p DPS wl28.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-10.27,3.98163004919,1.0,gainAhead_VotingHard,1.0,gainAhead_VotingHard_f44_is41,100643.74,1.0,6.6874,20160427 01:36:41 EDT
2016-04-27 02:00:00,100269.09,100242.73,-0.270635873207,0.0,0.00502169207582,4.01092386156,57.89,both_best_wf_is_pv2e_p2p DPS wl29.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,57.87,4.00986961079,1.0,gainAhead_VotingHard,-1.0,gainAhead_VotingHard_f44_is41,100692.02,1.0,-5.83558333333,20160427 01:54:09 EDT
