dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-30,0.00918237171621,0.00689706711925,0.00228416096288,9.05313651612,113155.15,1394.48,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,-0.00706235185991,wf_is_short,109359.27,678.06,4.37454566653,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f85_is7,1.0,,
2016-05-31,0.0514673270373,0.00590959472722,0.00246717581898,0.0,114753.43,1598.28,both_gainAhead_GNBayes DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,110131.6,772.33,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f85_is8,1.0,1447.36323333,20160601 00:07:21 EDT
2016-06-01 00:00:00,0.0183540621197,0.0,0.00114208048144,0.0,115335.78,1519.25,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,110017.34,729.4,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f85_is9,1.0,1314.40965,20160601 21:54:24 EDT
2016-06-01 00:00:00,0.0183540621197,0.0,0.00114208048144,2.00299764953,100147.88,661.98,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100788.79,668.22,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f97_is30,1.0,1921.54723333,20160602 08:01:32 EDT
2016-06-02 00:00:00,0.0098160144183,9.1e-05,0.00131876094679,8.09838278607,101221.69,485.95,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100978.72,242.98,4.03931049652,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is30,1.0,1220.8449,20160602 20:20:50 EDT
2016-06-03 00:00:00,0.0415349907195,4e-05,0.00161514570617,0.0,104442.72,2581.42,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102904.41,1287.61,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is30,1.0,1258.93953333,20160603 20:58:56 EDT
2016-06-06 00:00:00,0.0133451872893,4e-05,0.00186500961648,8.36522111301,104556.9,854.92,both_gainAhead_PCA10_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,102599.86,421.2,4.10415845578,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is12,1.0,1235.12513333,20160606 20:35:07 EDT
2016-06-07 00:00:00,0.00707722832236,0.00181261218416,0.00208514414057,0.0,105053.94,3138.19,both_zigZag_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102639.06,1556.27,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is30,1.0,1230.11246667,20160607 20:30:06 EDT
2016-06-08 00:00:00,-0.00452341277691,0.0,0.00228416096288,2.0061012705,100303.06,-1656.99,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,101561.1,-831.0,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f97_is30,1.0,1330.66743333,20160608 22:10:40 EDT
2016-06-09 00:00:00,0.00594866994474,0.0025042957776,0.00246717581898,2.05994660807,102995.27,1175.28,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102298.01,1169.35,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is30,1.0,1240.06043333,20160609 20:40:03 EDT
2016-06-09 00:00:00,0.0917508361092,0.00360449438483,0.00246717581898,0.0,105124.12,2376.14,both_gainAhead_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103106.0,1178.58,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f92_is17,1.0,1308.87195,20160609 21:48:52 EDT
2016-06-09 00:00:00,0.006461897197,0.00250429250929,0.00246717581898,2.05994660807,102995.27,1175.28,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102298.01,1169.35,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is30,1.0,1346.93955,20160609 22:26:56 EDT
