trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,8.4,20160410 19:06:43 EST,20160410 19:06:43 EST,20160410 19:06:43 EST,1.41281,,GBPUSD,long,,20160410 17:15:07 EST,closed,20160410 17:15:07 EST,1.41219,,,2.0,2.0,,GBPUSD,,12.4,-2.0,USD,100008.4,4.0,2000012.4,100008.4,100012.4,100012.4,-18.2,-20.2
2.0,-7.8,20160410 20:07:49 EST,20160410 20:07:49 EST,20160410 20:07:49 EST,1.413,,GBPUSD,short,,20160410 19:06:43 EST,closed,20160410 19:06:43 EST,1.41281,,,2.0,2.0,,GBPUSD,,-3.8,2.0,USD,100000.6,4.0,2000016.2,100000.6,100008.6,100008.6,-29.0,-31.0
3.0,-7.8,20160410 21:07:00 EST,20160410 21:07:00 EST,20160410 21:07:00 EST,1.41281,,GBPUSD,long,,20160410 20:07:49 EST,closed,20160410 20:07:49 EST,1.413,,,2.0,2.0,,GBPUSD,,-3.8,-2.0,USD,99992.8,4.0,2000012.4,99992.8,100004.8,100004.8,-34.4,-36.4
4.0,-7.8,20160410 23:36:15 EST,20160410 23:36:15 EST,20160410 23:36:15 EST,1.413,,GBPUSD,short,,20160410 21:07:00 EST,closed,20160410 21:07:00 EST,1.41281,,,2.0,2.0,,GBPUSD,,-3.8,2.0,USD,99985.0,4.0,2000016.2,99985.0,100001.0,100001.0,-29.0,-31.0
5.0,-46.8,20160412 08:36:18 EST,20160412 08:36:18 EST,20160412 08:36:18 EST,1.41281,,GBPUSD,long,,20160412 06:36:22 EST,closed,20160410 23:36:15 EST,1.413,,,4.0,4.0,,GBPUSD,,-22.8,-2.0,USD,99938.2,24.0,1999993.4,99938.2,99978.2,99978.2,-34.4,-36.4
6.0,-13.6,20160412 10:03:00 EST,20160412 10:03:00 EST,20160412 10:03:00 EST,1.413,,GBPUSD,short,,20160412 08:36:18 EST,closed,20160412 08:36:18 EST,1.41281,,,4.0,4.0,,GBPUSD,,-7.6,2.0,USD,99924.6,6.0,2000001.0,99924.6,99970.6,99970.6,-29.0,-31.0
7.0,-7.8,20160412 10:36:16 EST,20160412 10:36:16 EST,20160412 10:36:16 EST,1.41281,,GBPUSD,long,,20160412 10:03:00 EST,closed,20160412 10:03:00 EST,1.413,,,2.0,2.0,,GBPUSD,,-3.8,-2.0,USD,99916.8,4.0,1999997.2,99916.8,99966.8,99966.8,-34.4,-36.4
8.0,-7.8,20160412 11:36:15 EST,20160412 11:36:15 EST,20160412 11:36:15 EST,1.413,,GBPUSD,short,,20160412 10:36:16 EST,closed,20160412 10:36:16 EST,1.41281,,,2.0,2.0,,GBPUSD,,-3.8,2.0,USD,99909.0,4.0,2000001.0,99909.0,99963.0,99963.0,-29.0,-31.0
9.0,-13.6,20160412 13:36:06 EST,20160412 13:36:06 EST,20160412 13:36:06 EST,1.41281,,GBPUSD,long,,20160412 11:36:15 EST,closed,20160412 11:36:15 EST,1.413,,,4.0,4.0,,GBPUSD,,-7.6,-2.0,USD,99895.4,6.0,1999993.4,99895.4,99955.4,99955.4,-34.4,-36.4
10.0,-7.8,20160412 14:06:18 EST,20160412 14:06:18 EST,20160412 14:06:18 EST,1.413,,GBPUSD,short,,20160412 13:36:06 EST,closed,20160412 13:36:06 EST,1.41281,,,2.0,2.0,,GBPUSD,,-3.8,2.0,USD,99887.6,4.0,1999997.2,99887.6,99951.6,99951.6,-29.0,-31.0
11.0,265.6,20160412 18:06:57 EST,20160412 18:06:57 EST,20160412 18:06:57 EST,1.42648,,GBPUSD,long,,20160412 14:06:18 EST,closed,20160412 14:06:18 EST,1.413,,,2.0,2.0,,GBPUSD,,269.6,-2.0,USD,100153.2,4.0,2000266.8,100153.2,100221.2,100221.2,-34.4,-36.4
12.0,14.6000002,20160415 08:37:30 EST,20160415 08:37:30 EST,20160415 08:37:30 EST,1.41718,,GBPUSD,short,,20160414 08:36:25 EST,closed,20160412 18:06:57 EST,1.41480210938,,,4.0,4.0,,GBPUSD,,46.6000002,2.0,USD,100167.800001,32.0,2000220.2,100167.800001,100267.800001,100267.800001,31.3578124,29.3578124
13.0,108.2,20160416 02:57:53 EST,20160416 02:57:53 EST,20160416 02:57:53 EST,1.421735,,GBPUSD,long,,20160415 11:37:39 EST,closed,20160415 08:37:30 EST,1.4187475,,,4.0,4.0,,GBPUSD,,120.2,-2.0,USD,100276.000001,12.0,2000340.4,100276.000001,100388.000001,100388.000001,92.05,90.05
