PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
32,1457186795,2016-03-03 14:01:07,1457031667,1.33850,,forex,short,,1457079582,closed,2016-03-03 10:01:22,1.34285,10000,,1,1,,USDCAD,,100968874,
-2,1457334726,2016-03-04 04:01:48,1457082108,1.34243,,forex,short,,1457079583,closed,2016-03-04 03:02:05,1.34214,10000,,1,1,,USDCAD,,100986726,
17,1457341923,2016-03-04 05:01:51,1457085711,1.34471,,forex,long,,1457082314,closed,2016-03-04 04:02:00,1.34237,10000,,1,1,,USDCAD,,100987240,
-1,1457327536,2016-03-04 01:01:01,1457071261,1.34170,,forex,long,,1457079583,closed,2016-03-03 23:09:46,1.34183,10000,,1,1,,USDCAD,,100981993,
-38,1457414314,2016-03-07 12:02:20,1457370140,1.32953,,forex,long,,1457363153,closed,2016-03-07 10:02:36,1.33461,10000,,1,1,,USDCAD,,101017034,
0,1457414314,2016-03-07 09:02:14,1457359334,1.33608,,forex,long,,1457352321,closed,2016-03-07 07:02:17,1.33606,10000,,1,1,,USDCAD,,101013776,
4,1457334726,2016-03-04 03:01:53,1457078513,1.34214,,forex,long,,1457079583,closed,2016-03-04 02:02:08,1.34165,10000,,1,1,,USDCAD,,100986313,
12,1457414314,2016-03-07 10:02:24,1457362944,1.3347,,forex,short,,1457359539,closed,2016-03-07 09:02:26,1.33629,10000,,1,1,,USDCAD,,101015011,
-4,1457323551,2016-03-03 23:09:45,1457064585,1.34192,,forex,short,,1457079583,closed,2016-03-03 20:04:09,1.34145,10000,,1,1,,USDCAD,,100980720,
5,1457186795,2016-03-03 16:01:25,1457038885,1.33985,,forex,short,,1457079583,closed,2016-03-03 15:01:10,1.34056,10000,,1,1,,USDCAD,,100977542,
30,1457356294,2016-03-04 09:02:42,1457100162,1.34212,,forex,short,,1457089307,closed,2016-03-04 05:02:02,1.34411,10000,,2,2,,USDCAD,,100987691,
12,1457186795,2016-03-03 18:01:18,1457046078,1.34140,,forex,long,,1457079583,closed,2016-03-03 16:01:26,1.33979,10000,,1,1,,USDCAD,,100978902,
7,1457414314,2016-03-07 04:02:14,1457341334,1.33505,,forex,long,,1457323551,closed,2016-03-06 23:02:31,1.33412,10000,,1,1,,USDCAD,,101008945,
1,1457414314,2016-03-06 23:02:21,1457323341,1.33421,,forex,short,,1457316331,closed,2016-03-06 21:02:17,1.33429,10000,,1,1,,USDCAD,,101008143,
17,1457414314,2016-03-06 21:02:06,1457316126,1.33429,,forex,long,,1457118373,closed,2016-03-04 14:02:55,1.33200,10000,,1,1,,USDCAD,,100998882,
3,1457305548,2016-03-03 19:01:11,1457049671,1.34100,,forex,short,,1457079582,closed,2016-03-03 18:01:19,1.34136,10000,,1,1,,USDCAD,,100979841,
-9,1457414314,2016-03-07 07:02:05,1457352125,1.33625,,forex,short,,1457341539,closed,2016-03-07 04:02:25,1.33505,10000,,1,1,,USDCAD,,101012493,
0,1457330732,2016-03-04 02:01:56,1457074916,1.34172,,forex,short,,1457079583,closed,2016-03-04 01:01:03,1.34171,10000,,1,1,,USDCAD,,100984859,
-1,1457414314,2016-03-07 16:02:04,1457384524,1.32792,,forex,long,,1457381132,closed,2016-03-07 15:02:19,1.32809,10000,,1,1,,USDCAD,,101037930,
11,1457414314,2016-03-07 14:01:44,1457377304,1.32905,,forex,long,,1457373997,closed,2016-03-07 13:03:27,1.32764,10000,,1,1,,USDCAD,,101022787,
4,1457309149,2016-03-03 20:04:08,1457053448,1.34147,,forex,long,,1457079583,closed,2016-03-03 19:01:12,1.34090,10000,,1,1,,USDCAD,,100980355,
16,1457186795,2016-03-03 15:01:09,1457035269,1.34055,,forex,long,,1457079583,closed,2016-03-03 14:01:08,1.33840,10000,,1,1,,USDCAD,,100976279,
3,1457186795,2016-03-03 07:01:22,1457006482,1.34331,,forex,short,,1457079583,closed,2016-03-03 05:01:49,1.34365,10000,,1,1,,USDCAD,,100963642,
0,,,,1.33313,,forex,long,,,open,2016-03-08 00:37:31,1.33304,10000,,0,1,,USDCAD,,101066563,
14,1457414314,2016-03-07 13:03:16,1457373796,1.32771,,forex,short,,1457370345,closed,2016-03-07 12:02:30,1.32953,10000,,1,1,,USDCAD,,101020793,
-3,1457186795,2016-03-03 10:01:21,1457017281,1.34285,,forex,long,,1457079583,closed,2016-03-03 07:01:22,1.34323,10000,,1,1,,USDCAD,,100964544,
11,1457374407,2016-03-04 14:02:44,1457118164,1.33207,,forex,short,,1457111155,closed,2016-03-04 12:02:39,1.33358,10000,,1,1,,USDCAD,,100996235,
-58,1457367142,2016-03-04 12:02:27,1457110947,1.33357,,forex,long,,1457100363,closed,2016-03-04 09:02:53,1.34133,10000,,1,1,,USDCAD,,100990127,
-39,1457384731,2016-03-08 00:37:20,1457415440,1.33311,,forex,short,2016-03-07 16:05:31,1457384731,closed,2016-03-07 16:02:16,1.32790,10000,,1,1,,USDCAD,,101059582,
6,1457414314,2016-03-07 15:02:07,1457380927,1.32819,,forex,short,,1457377504,closed,2016-03-07 14:01:57,1.32903,10000,,1,1,,USDCAD,,101027364,
