permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,125.24,10000.0,-10000.0,-2.0,SLD,EUR,JPY,20160322 07:04:31 EST,,0.0,19998.0,388978.88,125.24,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.12133,20000.0,-20000.0,-2.0,SLD,EUR,USD,20160322 07:04:32 EST,,0.0,19996.0,366552.28,1.12133,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.4273,10000.0,-10000.0,-2.0,SLD,GBP,USD,20160322 07:04:32 EST,,0.0,19994.0,352279.28,1.4273,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.9709,10000.0,10000.0,-2.0,BOT,USD,CHF,20160322 07:04:32 EST,,0.0,19992.0,342451.8302,0.9709,20000.0,-2.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,111.692,40000.0,40000.0,-2.0,BOT,USD,JPY,20160322 07:04:32 EST,,0.0,19990.0,303136.2462,111.692,20000.0,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.75998,10000.0,-10000.0,-2.0,SLD,AUD,USD,20160322 07:04:33 EST,,0.0,19988.0,295536.4462,0.75998,20000.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.30683,10000.0,-10000.0,-2.0,SLD,USD,CAD,20160322 07:04:33 EST,,0.0,19986.0,285769.19878,1.30683,20000.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,75.372,10000.0,10000.0,-2.0,BOT,NZD,JPY,20160322 07:04:33 EST,,0.0,19984.0,279136.46278,75.372,20000.0,-2.0
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,85.47,10000.0,10000.0,-2.0,BOT,CAD,JPY,20160322 07:04:33 EST,,0.0,19982.0,271615.10278,85.47,20000.0,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.78563,10000.0,-10000.0,-2.0,SLD,EUR,GBP,20160322 07:04:34 EST,,0.0,19980.0,260533.79163,0.78563,20000.0,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,159.419,10000.0,-10000.0,-2.0,SLD,GBP,JPY,20160322 07:04:34 EST,,0.0,19978.0,246504.91963,159.419,20000.0,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.08869,50000.0,-50000.0,-2.0,SLD,EUR,CHF,20160322 07:04:34 EST,,0.0,19976.0,191406.31873,1.08869,20000.0,-2.0
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,84.889,10000.0,10000.0,-2.0,BOT,AUD,JPY,20160322 07:04:34 EST,,0.0,19974.0,183936.08673,84.889,20000.0,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,0.67478,20000.0,-20000.0,-2.0,SLD,NZD,USD,20160322 07:04:34 EST,,0.0,19972.0,170440.48673,0.67478,20000.0,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,0.67493,20000.0,0.0,-5.0,BOT,NZD,USD,20160322 07:05:43 EST,,-3.0,19967.0,183939.08673,0.67478,19997.0,-5.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,84.911,20000.0,-10000.0,-0.0639999999995,SLD,AUD,JPY,20160322 07:08:42 EST,,1.936,19966.936,183939.08673,84.911,19998.936,-0.0639999999995
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,85.408,20000.0,-10000.0,-7.456,SLD,CAD,JPY,20160322 07:13:50 EST,,-5.456,19959.48,183939.08673,85.408,19993.48,-7.456
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,0.76018,10000.0,-20000.0,-2.0,SLD,AUD,USD,20160322 07:17:42 EST,,0.0,19957.48,176337.28673,0.76008,19993.48,-2.0
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,84.88,20000.0,10000.0,0.728000000001,BOT,AUD,JPY,20160322 07:19:57 EST,,2.728,19958.208,176337.28673,84.88,19996.208,0.728000000001
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,111.663,50000.0,-10000.0,-12.208,SLD,USD,JPY,20160322 07:21:24 EST,,-10.208,19946.0,205816.31873,111.663,19986.0,-12.208
