permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl,mark_to_mkt,pure_mark_to_mkt
1,Paper,Paper,22.071456,USD,IDEALPRO,1.0,,,1.0,125.406,1000000.0,-1000000.0,-22.071456,SLD,EUR,JPY,20160406 03:18:19 EST,,0.0,19977.928544,-703572.8,125.406,20000.0,-22.071456,,
2,Paper,Paper,20.270624,USD,IDEALPRO,2.0,,,1.0,115.174,1000000.0,1000000.0,-20.270624,BOT,CHF,JPY,20160406 03:18:20 EST,,0.0,19957.65792,-1717104.0,115.174,20000.0,-20.270624,,
3,Paper,Paper,22.063888,USD,IDEALPRO,3.0,,,1.0,125.363,1000000.0,0.0,356.336112,BOT,EUR,JPY,20160406 03:19:25 EST,,378.4,20313.994032,-613909.6,125.406,20378.4,356.336112,,
4,Paper,Paper,20.25936,USD,IDEALPRO,4.0,,,1.0,115.11,1000000.0,0.0,-583.45936,SLD,CHF,JPY,20160406 03:19:55 EST,,-563.2,19730.534672,399058.4,115.174,19815.2,-583.45936,,
5,Paper,Paper,22.057376,USD,IDEALPRO,5.0,,,1.0,125.326,1000000.0,-1000000.0,-22.057376,SLD,EUR,JPY,20160406 03:20:28 EST,,0.0,19708.477296,-703810.4,125.326,19815.2,-22.057376,,
6,Paper,Paper,20.25232,USD,IDEALPRO,6.0,,,1.0,115.07,1000000.0,1000000.0,-20.25232,BOT,CHF,JPY,20160406 03:21:02 EST,,0.0,19688.224976,-1716426.4,115.07,19815.2,-20.25232,,
7,Paper,Paper,22.03608,USD,IDEALPRO,7.0,,,1.0,125.205,1000000.0,0.0,1042.76392,BOT,EUR,JPY,20160406 06:10:36 EST,,1064.8,20730.988896,-614622.4,125.326,20880.0,1042.76392,,
8,Paper,Paper,20.222752,USD,IDEALPRO,8.0,,,1.0,114.902,1000000.0,0.0,-1498.622752,SLD,CHF,JPY,20160406 06:10:38 EST,,-1478.4,19232.366144,396515.2,115.07,19401.6,-1498.622752,,
9,Paper,Paper,22.034496,USD,IDEALPRO,9.0,,,1.0,125.196,1000000.0,-1000000.0,-22.034496,SLD,EUR,JPY,20160406 06:14:13 EST,,0.0,19210.331648,-705209.6,125.196,19401.6,-22.034496,,
10,Paper,Paper,20.223456,USD,IDEALPRO,10.0,,,1.0,114.906,1000000.0,1000000.0,-20.223456,BOT,CHF,JPY,20160406 06:14:18 EST,,0.0,19190.108192,-1716382.4,114.906,19401.6,-20.223456,,
11,Paper,Paper,20.223456,USD,IDEALPRO,11.0,,,1.0,114.906,1000000.0,0.0,-20.223456,SLD,CHF,JPY,20160406 06:46:16 EST,,0.0,19169.884736,-705209.6,114.906,19401.6,-20.223456,,
12,Paper,Paper,22.035552,USD,IDEALPRO,12.0,,,1.0,125.202,1000000.0,0.0,-74.835552,BOT,EUR,JPY,20160406 06:46:50 EST,,-52.8,19095.049184,396568.0,125.196,19348.8,-74.835552,,
13,Paper,Paper,22.043472,USD,IDEALPRO,13.0,,,1.0,125.247,1000000.0,-1000000.0,-22.043472,SLD,EUR,JPY,20160406 06:49:59 EST,,0.0,19073.005712,-705605.6,125.247,19348.8,-22.043472,,
14,Paper,Paper,20.225568,USD,IDEALPRO,14.0,,,1.0,114.918,1000000.0,1000000.0,-20.225568,BOT,CHF,JPY,20160406 06:50:02 EST,,0.0,19052.780144,-1716884.0,114.918,19348.8,-20.225568,,
15,Paper,Paper,20.224688,USD,IDEALPRO,15.0,,,1.0,114.913,1000000.0,0.0,-64.224688,SLD,CHF,JPY,20160406 06:59:46 EST,,-44.0,18988.555456,-705649.6,114.918,19304.8,-64.224688,,
